"Standardized_names","provinces","n.provinces","population.total","area.total","density"
"Appendicula elegans","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Apuleia leiocarpa","YN",1,4671,39,119.76923076923077
"Aquilaria baillonii","YN",1,4671,39,119.76923076923077
"Aquilaria crassna","TW",1,2339,3.6,649.7222222222222
"Aquilaria malaccensis","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Aquilaria subintegra","YN",1,4671,39,119.76923076923077
"Aquilegia atrata","JS",1,8250,10,825
"Aquilegia aurea","JS",1,8250,10,825
"Aquilegia baikalensis","JS",1,8250,10,825
"Aquilegia bertolonii","FJ, JS",2,12222.5,22,555.5681818181819
"Aquilegia buergeriana","XJ",1,2407.5,166,14.50301204819277
"Aquilegia caerulea","BJ, JS, TW",3,12695.5,15.3,829.7712418300653
"Aquilegia canadensis","BJ, GD",2,13858,19.7029,703.3482380766284
"Aquilegia chrysantha","BJ, HL, JS, TW",4,16172,61.3,263.8172920065253
"Aquilegia einseleana","JS",1,8250,10,825
"Aquilegia formosa","BJ, JS",2,10356.5,11.7,885.1709401709402
"Aquilegia longissima","JS, TW",2,10589,13.6,778.6029411764706
"Aquilegia olympica","BJ, JS",2,10356.5,11.7,885.1709401709402
"Aquilegia pyrenaica","BJ, JS",2,10356.5,11.7,885.1709401709402
"Aquilegia skinneri","BJ, JS",2,10356.5,11.7,885.1709401709402
"Aquilegia vulgaris","BJ, FJ, JS, LN, SC, SH, TW, YN",8,36295.5,130.934,277.2045458017016
"Arabidopsis lyrata","JS",1,8250,10,825
"Arabidopsis lyrata subsp. petraea","JS",1,8250,10,825
"Arabis allionii","JS",1,8250,10,825
"Arabis alpina","JS",1,8250,10,825
"Arabis blepharophylla","JS",1,8250,10,825
"Arabis caerulea","JS",1,8250,10,825
"Arabis caucasica","BJ, JS",2,10356.5,11.7,885.1709401709402
"Arabis collina","JS",1,8250,10,825
"Arabis ferdinandi-coburgii","JX",1,4496.5,17,264.5
"Arabis procurrens","JS",1,8250,10,825
"Arabis soyeri subsp. subcoriacea","JS",1,8250,10,825
"Arabis × arendsii","BJ",1,2106.5,1.7,1239.1176470588236
"Arachis duranensis","FJ, GD, GX, HI, TW, YN",6,28522,100.0029,285.21172885986306
"Arachis hypogaea","AH, BJ, FJ, GD, GS, GX, GZ, HA, HB, HE, HI, HL, HN, JL, JS, JX, LN, NM, NX, SC, SD, SN, SX, TJ, TW, XJ, YN, ZJ",28,133834,763.5029,175.28944552797378
"Arachis pintoi","FJ, GD, TW",3,18063,33.6029,537.5428906433672
"Arachnothryx leucophylla","YN",1,4671,39,119.76923076923077
"Arachnothryx linguiformis","YN",1,4671,39,119.76923076923077
"Araeococcus flagellifolius","BJ, FJ, TW",3,8418,17.3,486.5895953757225
"Araeococcus goeldianus","YN",1,4671,39,119.76923076923077
"Araeococcus parviflorus","YN",1,4671,39,119.76923076923077
"Aralia californica","YN",1,4671,39,119.76923076923077
"Aralia racemosa","BJ, YN",2,6777.5,40.7,166.52334152334151
"Araucaria angustifolia","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Araucaria araucana","FJ, SH, TW, YN",4,13404.5,55.234,242.68566462686027
"Araucaria bidwillii","BJ, FJ, GD, GX, GZ, JX, YN, ZJ",8,41548,139.7029,297.4025592883183
"Araucaria columnaris","BJ, GX, JS, SN, TW, YN",6,26063.5,99.3,262.472306143001
"Araucaria cunninghamii","BJ, CQ, FJ, GD, GX, HB, JS, JX, SC, SH, SN, TW, YN, ZJ",14,71771.5,233.1369,307.85130968113583
"Araucaria heterophylla","BJ, FJ, GD, GX, HI, JX, SH, TW, YN, ZJ",10,43566,129.33690000000001,336.8412262857699
"Araucaria hunsteinii","FJ, TW",2,6311.5,15.6,404.5833333333333
"Araucaria montana","TW",1,2339,3.6,649.7222222222222
"Araucaria rulei","TW",1,2339,3.6,649.7222222222222
"Araujia sericifera","TW",1,2339,3.6,649.7222222222222
"Arbutus unedo","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Arcangelisia flava","GX, HI",2,5788,27.4,211.24087591240877
"Archidendron jiringa","TW, YN",2,7010,42.6,164.55399061032864
"Archidendron lucyi","YN",1,4671,39,119.76923076923077
"Archontophoenix alexandrae","BJ, FJ, GD, GX, HB, HI, JX, SC, SN, TW, YN, ZJ",12,58974,217.7029,270.892119489451
"Archontophoenix cunninghamiana","BJ, FJ, GD, JX, TW, YN",6,29337,91.3029,321.3150951393658
"Archontophoenix purpurea","BJ, FJ, GD, YN",4,22501.5,70.7029,318.2542724555853
"Arctostaphylos patula","TW",1,2339,3.6,649.7222222222222
"Arctostaphylos uva-ursi","BJ, TW",2,4445.5,5.3,838.7735849056604
"Arctotheca calendula","JS, TW",2,10589,13.6,778.6029411764706
"Arctotis fastuosa","TW",1,2339,3.6,649.7222222222222
"Arctotis stoechadifolia","JS, TW",2,10589,13.6,778.6029411764706
"Ardisia liebmannii","GD",1,11751.5,18.0029,652.7559448755478
"Ardisia paniculata","YN",1,4671,39,119.76923076923077
"Ardisia symplocifolia","YN",1,4671,39,119.76923076923077
"Areca catechu","BJ, FJ, GD, GX, HI, JX, SC, SH, SN, TW, YN, ZJ",12,55643.5,199.33690000000001,279.1429986118977
"Areca concinna","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Areca novohibernica","YN",1,4671,39,119.76923076923077
"Areca triandra","BJ, FJ, GD, GX, HI, JX, SC, SH, TW, YN",10,45764.5,168.33690000000001,271.8625565755339
"Areca vestiaria","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Arenaria macrocalyx","BJ",1,2106.5,1.7,1239.1176470588236
"Arenga australasica","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Arenga hastata","YN",1,4671,39,119.76923076923077
"Arenga microcarpa","BJ, FJ, GD, HI, TW",5,21120.5,38.7029,545.7084611230683
"Arenga obtusifolia","BJ, FJ, GD, TW, YN",5,24840.5,74.3029,334.3140038948682
"Arenga pinnata","BJ, FJ, GD, GX, HB, HI, JS, JX, SC, TW, YN, ZJ",12,63364,206.7029,306.54625551939523
"Arenga tremula","BJ, FJ, GD, HI, SH, TW, YN",7,28213.5,78.3369,360.1559418358398
"Arenga undulatifolia","BJ, FJ, GD, TW",4,20169.5,35.3029,571.3270014644689
"Argemone grandiflora","BJ",1,2106.5,1.7,1239.1176470588236
"Argemone mexicana","BJ, FJ, GD, GX, JS, JX, YN",7,40085,121.7029,329.367665026881
"Argophyllum lejourdanii","GD",1,11751.5,18.0029,652.7559448755478
"Argyranthemum frutescens","BJ, FJ, GD, GX, GZ, JS, JX, TW, YN, ZJ",10,52137,153.3029,340.09141379582513
"Argyreia roxburghii","YN",1,4671,39,119.76923076923077
"Argyroderma delaetii","BJ, FJ, SH, TW",4,10840,17.934,604.4384967101595
"Argyroderma fissum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Argyroderma framesii","FJ",1,3972.5,12,331.0416666666667
"Argyroderma pearsonii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Argyroderma ringens","BJ, TW",2,4445.5,5.3,838.7735849056604
"Argyroderma subalbum","FJ",1,3972.5,12,331.0416666666667
"Argyroderma testiculare","FJ, TW",2,6311.5,15.6,404.5833333333333
"Ariocarpus agavioides","BJ, FJ, JX, SH, TW",5,15336.5,34.934,439.0135684433503
"Ariocarpus bravoanus","TW",1,2339,3.6,649.7222222222222
"Ariocarpus bravoanus subsp. hintonii","SH",1,2422,0.634,3820.1892744479496
"Ariocarpus fissuratus","BJ, FJ, HB, SH, TW",5,16592.5,36.934,449.24730600530677
"Ariocarpus fissuratus subsp. lloydii","FJ, GD, TW",3,18063,33.6029,537.5428906433672
"Ariocarpus kotschoubeyanus","BJ, FJ, GD, JX, SH, TW, ZJ",7,33107,62.9369,526.0348062901096
"Ariocarpus retusus","AH, BJ, FJ, GD, HB, JS, JX, SH, TW, YN, ZJ",11,57819,144.9369,398.9253254347236
"Ariocarpus retusus subsp. trigonus","BJ, FJ, GD, HB, JX, SH, TW",7,32840.5,71.9369,456.51814298364263
"Ariocarpus scaphirostris","BJ, FJ, SH, TW, ZJ",5,16859,27.934,603.5297486933486
"Arisaema triphyllum","BJ, YN",2,6777.5,40.7,166.52334152334151
"Aristea abyssinica","TW",1,2339,3.6,649.7222222222222
"Aristea bakeri","YN",1,4671,39,119.76923076923077
"Aristea ecklonii","GD, TW",2,14090.5,21.6029,652.25039230844
"Aristolochia arborea","GD",1,11751.5,18.0029,652.7559448755478
"Aristolochia clematitis","BJ, YN",2,6777.5,40.7,166.52334152334151
"Aristolochia domingensis","YN",1,4671,39,119.76923076923077
"Aristolochia fimbriata","FJ, GD, YN",3,20395,69.0029,295.5672877516742
"Aristolochia gibertii","GD",1,11751.5,18.0029,652.7559448755478
"Aristolochia gigantea","FJ, GD, HB, JX, YN",5,30644,105.0029,291.83955871694974
"Aristolochia grandiflora","GD, JS, YN",3,24672.5,67.0029,368.23033032898576
"Aristolochia indica","YN",1,4671,39,119.76923076923077
"Aristolochia labiata","FJ, GD",2,15724,30.0029,524.0826720083725
"Aristolochia littoralis","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Aristolochia macrophylla","YN",1,4671,39,119.76923076923077
"Aristolochia ringens","FJ, GD, JX, YN",4,24891.5,86.0029,289.42628678800367
"Aristolochia sempervirens","YN",1,4671,39,119.76923076923077
"Armatocereus godingianus","TW",1,2339,3.6,649.7222222222222
"Armatocereus laetus","TW",1,2339,3.6,649.7222222222222
"Armeria alliacea","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Armeria berlengensis","JS",1,8250,10,825
"Armeria canescens","JS",1,8250,10,825
"Armeria cariensis","JS",1,8250,10,825
"Armeria juniperifolia","GD",1,11751.5,18.0029,652.7559448755478
"Armeria maritima","JS, YN",2,12921,49,263.6938775510204
"Armeria maritima subsp. sibirica","JS, YN",2,12921,49,263.6938775510204
"Armeria morisii","FJ",1,3972.5,12,331.0416666666667
"Armeria pseudarmeria","JS, TW",2,10589,13.6,778.6029411764706
"Armeria ruscinonensis","BJ, FJ, GD, JS, SH, TW, YN",7,35512.5,84.9369,418.1044987514261
"Armeria welwitschii","FJ, JS",2,12222.5,22,555.5681818181819
"Armoracia rusticana","BJ, FJ, HB, SH, TW, YN, ZJ",7,27282.5,85.934,317.48202108594967
"Arnica chamissonis","JS",1,8250,10,825
"Arnica cordifolia","JS",1,8250,10,825
"Arnica sachalinensis","JS",1,8250,10,825
"Aronia arbutifolia","BJ, HE, LN, SD, SH, TW",6,28447.5,55.934,508.59048163907465
"Aronia melanocarpa","BJ, HE, SH, SN, TW, XJ",6,20483,211.934,96.64801306066983
"Arracacia xanthorrhiza","FJ",1,3972.5,12,331.0416666666667
"Arrhenatherum elatius","BJ, CQ, FJ, GD, GS, SN, XJ, ZJ",8,35720,279.9029,127.61568386751263
"Arrhenatherum elatius subsp. bulbosum","BJ, FJ, JS, SH, YN, ZJ",6,27441,73.334,374.19205279952
"Arrojadoa dinae","TW",1,2339,3.6,649.7222222222222
"Arrojadoa dinae subsp. eriocaulis","TW",1,2339,3.6,649.7222222222222
"Artabotrys hexapetalus","AH, BJ, FJ, GD, GX, HB, HI, JX, SC, SH, SN, TW, YN, ZJ",14,67434.5,232.33690000000001,290.2444682699993
"Artabotrys siamensis","YN",1,4671,39,119.76923076923077
"Arthropodium cirrhatum","BJ, YN",2,6777.5,40.7,166.52334152334151
"Arthrostemma ciliatum","TW",1,2339,3.6,649.7222222222222
"Artocarpus altilis","BJ, FJ, GD, HB, HI, JX, SH, TW, YN",9,38462.5,114.3369,336.3962115467535
"Artocarpus heterophyllus","BJ, FJ, GD, GX, HB, HI, JS, JX, SC, SH, SN, TW, YN, ZJ",14,69646,228.33690000000001,305.0142136465897
"Artocarpus odoratissimus","TW",1,2339,3.6,649.7222222222222
"Arum creticum","TW",1,2339,3.6,649.7222222222222
"Arum italicum","YN",1,4671,39,119.76923076923077
"Arum maculatum","YN",1,4671,39,119.76923076923077
"Arundinaria gigantea","JS, YN",2,12921,49,263.6938775510204
"Arundinaria gigantea subsp. tecta","JS",1,8250,10,825
"Arytera densiflora","YN",1,4671,39,119.76923076923077
"Asarum asaroides","GD, GX",2,16588.5,42.0029,394.9370162536397
"Asarum bashanense","HB",1,5752.5,19,302.7631578947368
"Asarum campaniflorum","TW",1,2339,3.6,649.7222222222222
"Asarum europaeum","JS, YN",2,12921,49,263.6938775510204
"Asclepias curassavica","BJ, FJ, GD, GX, GZ, HB, HL, JS, JX, SC, SH, SN, TW, YN, ZJ",15,75865.5,288.9369,262.56770942029215
"Asclepias incarnata","BJ, HL, TW, YN, ZJ",5,18612,100.3,185.56331006979065
"Asclepias linearis","YN",1,4671,39,119.76923076923077
"Asclepias syriaca","BJ, YN",2,6777.5,40.7,166.52334152334151
"Asclepias tuberosa","BJ, TW",2,4445.5,5.3,838.7735849056604
"Ascocentrum aurantiacum","GD, TW",2,14090.5,21.6029,652.25039230844
"Ascocentrum curvifolium","BJ",1,2106.5,1.7,1239.1176470588236
"Ascocentrum miniatum","BJ, GD, SH, TW",4,18619,23.9369,777.8367290668382
"Asimina triloba","BJ, HA, HB, HE, TW",5,27247,60.3,451.8573797678275
"Aspalathus burchelliana","YN",1,4671,39,119.76923076923077
"Aspalathus linearis","TW",1,2339,3.6,649.7222222222222
"Asparagus albus","HB, SC",2,13970,68,205.44117647058823
"Asparagus arborescens","XJ",1,2407.5,166,14.50301204819277
"Asparagus asparagoides","BJ, FJ, JS, TW, YN, ZJ",6,27358,76.3,358.5583224115334
"Asparagus densiflorus","BJ, CQ, FJ, GD, HB, HI, JX, SC, SH, SN, TW, YN, ZJ",13,59635.5,202.5369,294.44264230369873
"Asparagus falcatus","BJ, FJ, GD, TW",4,20169.5,35.3029,571.3270014644689
"Asparagus macowanii","GD, JX",2,16248,35.0029,464.1901099623175
"Asparagus maritimus","GD",1,11751.5,18.0029,652.7559448755478
"Asparagus officinalis","AH, BJ, FJ, GD, GS, GZ, HA, HB, HE, HL, JS, JX, LN, SC, SD, SH, SN, TW, XJ, YN, ZJ",21,113282,554.9369,204.1349205648426
"Asparagus pygmaeus","FJ, ZJ",2,9991.5,22,454.15909090909093
"Asparagus ramosissimus","FJ",1,3972.5,12,331.0416666666667
"Asparagus retrofractus","BJ, GD, JX, SC, TW",5,28911,89.3029,323.7408863541946
"Asparagus scandens","TW",1,2339,3.6,649.7222222222222
"Asparagus setaceus","BJ, CQ, FJ, GD, GX, GZ, HB, HI, JS, JX, SC, SN, TW, YN, ZJ",15,73994.5,253.9029,291.4283373683404
"Asparagus verticillatus","GD, ZJ",2,17770.5,28.0029,634.5949883762039
"Asparagus virgatus","GD, TW",2,14090.5,21.6029,652.25039230844
"Aspasia epidendroides","BJ",1,2106.5,1.7,1239.1176470588236
"Aspasia lunata","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aspasia principissa","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aspasia silvana","BJ",1,2106.5,1.7,1239.1176470588236
"Asperula cretacea","FJ, JS",2,12222.5,22,555.5681818181819
"Asperula orientalis","JS",1,8250,10,825
"Asperula taurina","JS",1,8250,10,825
"Asperula tinctoria","JS",1,8250,10,825
"Asphodeline lutea","BJ, ZJ",2,8125.5,11.7,694.4871794871796
"Asphodelus albus","ZJ",1,6019,10,601.9
"Aspidosperma australe","ZJ",1,6019,10,601.9
"Asplenium aethiopicum","YN",1,4671,39,119.76923076923077
"Asplenium dimorphum","JS, TW",2,10589,13.6,778.6029411764706
"Asplenium monanthes","JX",1,4496.5,17,264.5
"Asplenium thunbergii","GD, HB, SH, TW, YN",5,26936,80.2369,335.7058909304821
"Astartea ambigua","ZJ",1,6019,10,601.9
"Astelia nervosa","SH",1,2422,0.634,3820.1892744479496
"Aster iinumae","BJ, SH, ZJ",3,10547.5,12.334,855.1564780282147
"Aster kantoensis","YN",1,4671,39,119.76923076923077
"Aster miquelianus","JS",1,8250,10,825
"Aster paniculatus","JS, JX",2,12746.5,27,472.0925925925926
"Aster subulatus","BJ, CQ, FJ, HB, JX, SC, ZJ",7,33641,116.9,287.77587681779295
"Aster × frikartii","BJ",1,2106.5,1.7,1239.1176470588236
"Asteranthera ovata","TW",1,2339,3.6,649.7222222222222
"Asterogyne martiana","FJ, YN",2,8643.5,51,169.48039215686273
"Astilbe arendsii","BJ, JS, SH, TW",4,15117.5,15.934,948.7573741684449
"Astilbe japonica","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Astilbe simplicifolia","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Astilbe thunbergii","BJ",1,2106.5,1.7,1239.1176470588236
"Astragalus albertoregelia","YN",1,4671,39,119.76923076923077
"Astragalus cicer","BJ, GS, HE, NX, SC, SN, SX, YN",8,32940,195.3,168.66359447004606
"Astragalus glycyphyllos","JS",1,8250,10,825
"Astragalus lonchocarpus","BJ",1,2106.5,1.7,1239.1176470588236
"Astrantia bavarica","SH, TW",2,4761,4.234,1124.4685876239962
"Astrantia major","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Astrantia maxima","SH",1,2422,0.634,3820.1892744479496
"Astrantia minor","SH",1,2422,0.634,3820.1892744479496
"Astridia velutina","BJ, FJ, GD, JX, YN",5,26998,87.7029,307.83474662753457
"Astripomoea rotundata","YN",1,4671,39,119.76923076923077
"Astrocaryum aculeatum","FJ",1,3972.5,12,331.0416666666667
"Astrocaryum alatum","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Astrocaryum malybo","FJ",1,3972.5,12,331.0416666666667
"Astrocaryum mexicanum","GD, YN",2,16422.5,57.0029,288.0993774000972
"Astrocaryum murumuru","FJ, YN",2,8643.5,51,169.48039215686273
"Astrocaryum standleyanum","FJ, YN",2,8643.5,51,169.48039215686273
"Astrocaryum vulgare","FJ",1,3972.5,12,331.0416666666667
"Astroloba foliolosa","BJ, FJ, JS, TW",4,16668,27.3,610.5494505494505
"Astroloba herrei","FJ, GD, JX",3,20220.5,47.0029,430.19686019373273
"Astroloba rubriflora","TW",1,2339,3.6,649.7222222222222
"Astroloba spiralis","TW",1,2339,3.6,649.7222222222222
"Astronium balansae","YN",1,4671,39,119.76923076923077
"Astronium fraxinifolium","YN",1,4671,39,119.76923076923077
"Astronium urundeuva","YN",1,4671,39,119.76923076923077
"Astrophytum asterias","BJ, FJ, GD, HB, JX, SC, SH, TW, YN, ZJ",10,51748,169.9369,304.5130280710075
"Astrophytum capricorne","BJ, FJ, GD, HB, JS, JX, SH, TW, ZJ",9,47109.5,91.9369,512.4112298761434
"Astrophytum caput-medusae","FJ, TW",2,6311.5,15.6,404.5833333333333
"Astrophytum myriostigma","BJ, FJ, GD, HB, JS, JX, SC, SH, TW, YN, ZJ",11,59998,179.9369,333.4391111550771
"Astrophytum ornatum","BJ, FJ, GD, GX, HB, JX, SC, SH, TW, YN, ZJ",11,56585,193.9369,291.7701582318785
"Asystasia africana","YN",1,4671,39,119.76923076923077
"Asystasia gangetica subsp. micrantha","TW",1,2339,3.6,649.7222222222222
"Atriplex canescens","BJ, GS, HB, HE, JS, NM, NX, QH, TJ, XJ",10,33456.5,456.5,73.28915662650603
"Atriplex confertifolia","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex gardneri","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex hortensis","FJ, GS, HE, HL, TW",5,19662.5,123.6,159.08171521035598
"Atriplex lentiformis","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex polycarpa","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex semibaccata","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex spinifera","BJ",1,2106.5,1.7,1239.1176470588236
"Atriplex tridentata","BJ",1,2106.5,1.7,1239.1176470588236
"Atropa belladonna","BJ, FJ, GD, GX, HB, JS, JX, SH, SN, YN, ZJ",11,58138.5,172.33690000000001,337.3537530267748
"Attalea amygdalina","GD, YN",2,16422.5,57.0029,288.0993774000972
"Attalea butyracea","GD",1,11751.5,18.0029,652.7559448755478
"Attalea cohune","BJ, FJ, GD, HI, TW, YN",6,25791.5,77.7029,331.9245485046247
"Attalea dubia","TW",1,2339,3.6,649.7222222222222
"Attalea maripa","YN",1,4671,39,119.76923076923077
"Attalea oleifera","FJ, GD",2,15724,30.0029,524.0826720083725
"Attalea phalerata","FJ, TW, YN",3,10982.5,54.6,201.14468864468864
"Attalea rostrata","FJ, GD, YN, ZJ",4,26414,79.0029,334.3421570600573
"Attalea speciosa","TW, YN",2,7010,42.6,164.55399061032864
"Attalea spectabilis","GD",1,11751.5,18.0029,652.7559448755478
"Aubrieta deltoidea","BJ, JS, SH",3,12778.5,12.334,1036.0385925085131
"Aubrieta gracilis","JS",1,8250,10,825
"Aubrieta olympica","JS",1,8250,10,825
"Aubrieta parviflora","JS",1,8250,10,825
"Aubrieta pinardii","JS",1,8250,10,825
"Aucuba japonica","AH, BJ, CQ, FJ, GD, GX, HB, JS, JX, SC, SH, TW, YN, ZJ",14,73950,226.1369,327.0142997449775
"Aulonemia queko","JS",1,8250,10,825
"Aulonemia ulei","JS",1,8250,10,825
"Auranticarpa rhombifolia","ZJ",1,6019,10,601.9
"Aurinia corymbosa","JS",1,8250,10,825
"Aurinia petraea","BJ",1,2106.5,1.7,1239.1176470588236
"Aurinia saxatilis","BJ, LN, SH",3,8845.5,17.334,510.2976808584285
"Austrocactus bertinii","FJ, ZJ",2,9991.5,22,454.15909090909093
"Austrocactus patagonicus","BJ, JS",2,10356.5,11.7,885.1709401709402
"Austrocylindropuntia cylindrica","BJ, FJ, GD, HB, JS, JX, TJ, TW, YN",9,44703.5,121.5029,367.9212594925718
"Austrocylindropuntia floccosa","FJ",1,3972.5,12,331.0416666666667
"Austrocylindropuntia shaferi","FJ, SH",2,6394.5,12.634,506.1342409371537
"Austrocylindropuntia subulata","BJ, FJ, GD, JX, SH, TW, YN, ZJ",8,37778,101.9369,370.6018134748065
"Austrocylindropuntia verschaffeltii","GD, JX",2,16248,35.0029,464.1901099623175
"Austrocylindropuntia vestita","FJ, GD, JX, SH, TW",5,24981.5,51.2369,487.5685297119849
"Avena barbata","JS",1,8250,10,825
"Avena fatua","FJ, GD, GZ, JS, JX, SC, TW, ZJ",8,48740,137.6029,354.20765114688714
"Avena maroccana","QH",1,580.5,72,8.0625
"Avena nuda","BJ, GS, HE, NM, QH, SC, SX",7,26741.5,318.7,83.90806401004079
"Avena sativa","BJ, GD, GS, HB, HE, HL, NM, QH, SC, SD, SN, SX, TW, YN",14,68507,481.3029,142.33656186156367
"Avena sterilis subsp. ludoviciana","BJ, JS",2,10356.5,11.7,885.1709401709402
"Averrhoa bilimbi","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Averrhoa carambola","BJ, FJ, GD, GX, HB, HI, JS, JX, SC, SH, TW, YN, ZJ",13,65786,207.33690000000001,317.2903617252886
"Axinaea sessilifolia","TW",1,2339,3.6,649.7222222222222
"Axonopus compressus","FJ, GD, TW, YN",4,22734,72.6029,313.1279880004793
"Axonopus fissifolius","GD, TW",2,14090.5,21.6029,652.25039230844
"Azadirachta excelsa","GD",1,11751.5,18.0029,652.7559448755478
"Azadirachta indica","GD, HI, SC, TW, YN",5,27930,113.0029,247.16179850251632
"Azara microphylla","SH, TW",2,4761,4.234,1124.4685876239962
"Azara serrata","SH, TW",2,4761,4.234,1124.4685876239962
"Azima tetracantha","YN",1,4671,39,119.76923076923077
"Azolla caroliniana","BJ, HE",2,9454.5,20.7,456.7391304347826
"Azolla cristata","YN",1,4671,39,119.76923076923077
"Azolla nilotica","FJ, ZJ",2,9991.5,22,454.15909090909093
"Azolla pinnata","GD, YN",2,16422.5,57.0029,288.0993774000972
"Azorina vidalii","TW",1,2339,3.6,649.7222222222222
"Aztekium hintonii","BJ, FJ, GD, HB, JX, SH, TW",7,32840.5,71.9369,456.51814298364263
"Aztekium ritteri","BJ, FJ, GD, HB, JS, JX, SH, TW",8,41090.5,81.9369,501.48956086940075
"Babiana rubrocyanea","TW",1,2339,3.6,649.7222222222222
"Baccaurea dulcis","TW, YN",2,7010,42.6,164.55399061032864
"Baccaurea motleyana","YN",1,4671,39,119.76923076923077
"Baccharis halimifolia","SH",1,2422,0.634,3820.1892744479496
"Backhousia citriodora","GD",1,11751.5,18.0029,652.7559448755478
"Backhousia myrtifolia","GD, TW",2,14090.5,21.6029,652.25039230844
"Bacopa caroliniana","FJ, GD, HB, JX, TW",5,28312,69.6029,406.76466066787447
"Bactris gasipaes","BJ, FJ, GD, JX, TW, YN",6,29337,91.3029,321.3150951393658
